Employee_ID,Type,Department,Area,Region_Lat,Region_Long,Legal_Entity,Product,Title,Gender,Marital_Status,prev_emplr_tenure,Home_Work_Match,Age,Quart_Tenure,Type,Department,Area,Region_Lat,Region_Long,Legal_Entity,Product,Title,Gender,Marital_Status,prev_emplr_tenure,Home_Work_Match,Age,Quart_Tenure
194451,Terminated,Dept-3,Other,43.79303,87.6277,Entity-4,Product-1,Grade-7,F,Single,0.98,0,23.42505133,2.355555556,,,,,,,,,,,,,,
194484,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,F,Single,0.33,1,23.50171116,2.677777778,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,F,Single,0.33,1,23.75359343,3.7
194487,Existing,Dept-1,Area-9,29.56301,106.5516,Entity-4,Product-13,Grade-7,F,Single,0.97,,27.39493498,2.711111111,Existing,Dept-1,Area-9,29.56301,106.5516,Entity-4,Product-13,Grade-7,F,Single,0.97,0,27.64681725,3.733333333
194491,Terminated,Dept-4,Area-16,31.86118,117.2849,Entity-3,Product-20,Grade-4,M,Single,1.51,,25.01574264,0.944444444,,,,,,,,,,,,,,
194625,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,F,Single,0.36,0,25.85626283,2.477777778,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,F,Single,0.36,0,26.10814511,3.5
194627,Existing,Dept-4,Area-16,30.5465,114.3419,Entity-3,Product-20,Grade-7,M,Marr.,2.5,1,27.79192334,2.477777778,Existing,Dept-4,Area-16,30.5465,114.3419,Entity-3,Product-20,Grade-7,M,Marr.,2.5,1,28.04380561,3.5
194672,Existing,Dept-4,Area-19,23.13219,113.2665,Entity-3,Product-14,Grade-7,M,Single,0.58,,23.93702943,2.477777778,Existing,Dept-4,Area-19,23.13219,113.2665,Entity-3,Product-14,Grade-7,M,Single,0.58,0,24.1889117,3.5
194696,Existing,Dept-4,Area-18,38.03706,114.4687,Entity-3,Product-14,Grade-7,M,Single,1.14,1,23.6550308,2.477777778,Existing,Dept-4,Area-18,38.03706,114.4687,Entity-3,Product-14,Grade-7,M,Single,1.14,1,23.90691307,3.5
194697,Existing,Dept-4,Area-18,38.03706,114.4687,Entity-3,Product-20,Grade-7,M,Marr.,1.49,1,26.66119097,2.477777778,Existing,Dept-4,Area-18,38.03706,114.4687,Entity-3,Product-20,Grade-7,M,Marr.,1.49,1,26.91307324,3.5
194710,Existing,Dept-3,Other,31.23042,121.4737,Entity-3,Other,Grade-6,F,Marr.,0.34,0,30.65297741,2.455555556,Terminated,Dept-3,Other,31.23042,121.4737,Entity-3,Other,Grade-6,F,Marr.,0.34,0,30.7652293,2.911111111
194712,Existing,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,M,Marr.,0.13,1,23.75633128,2.477777778,Existing,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,M,Marr.,0.13,1,24.00821355,3.5
194713,Existing,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,F,Marr.,1.14,1,29.14989733,2.477777778,Terminated,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,F,Marr.,1.14,1,29.33607118,3.233333333
194740,Terminated,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,M,Marr.,1.77,1,30.69404517,2.477777778,,,,,,,,,,,,,,
194745,Existing,Dept-1,Area-9,25.04581,102.71,Entity-3,Product-8,Grade-7,F,Single,0.07,1,24.62149213,2.455555556,Existing,Dept-1,Area-9,25.04581,102.71,Entity-3,Product-8,Grade-7,F,Single,0.07,1,24.8733744,3.477777778
195378,Existing,Dept-4,Area-18,43.83788,126.5496,Entity-3,Product-20,Grade-7,M,Marr.,1.37,1,25.70294319,2.477777778,Terminated,Dept-4,Area-18,43.83788,126.5496,Entity-3,Product-20,Grade-7,M,Marr.,1.37,1,25.95482546,3.5
195380,Existing,Dept-4,Area-18,43.83788,126.5496,Entity-3,Product-20,Grade-7,M,Single,1.36,,28.07665982,2.477777778,Terminated,Dept-4,Area-18,43.83788,126.5496,Entity-3,Product-20,Grade-7,M,Single,1.36,0,28.32854209,3.5
195388,Existing,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,F,Single,0,1,26.12731006,2.433333333,Existing,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,F,Single,0,1,26.37919233,3.455555556
195389,Existing,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,M,Single,0,1,23.14579055,2.433333333,Existing,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,M,Single,0,1,23.39767283,3.455555556
195410,Existing,Dept-1,Other,39.90421,116.4074,Entity-1,Product-11,Grade-7,M,Single,1.23,,24.95550992,2.4,Existing,Dept-1,Other,39.90421,116.4074,Entity-1,Product-11,Grade-7,M,Single,1.23,0,25.2073922,3.422222222
195460,Terminated,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,F,Single,0.35,1,22.74332649,2.388888889,,,,,,,,,,,,,,
195463,Existing,Dept-4,Area-16,28.6757,115.9092,Entity-3,Product-20,Grade-7,F,Single,4.17,,29.70020534,2.388888889,Existing,Dept-4,Area-16,28.6757,115.9092,Entity-3,Product-20,Grade-7,F,Single,4.17,0,29.95208761,3.411111111
195486,Terminated,Dept-3,Other,31.86118,117.2849,Entity-3,Other,Grade-8,M,Marr.,1.48,,30.86926762,2.144444444,,,,,,,,,,,,,,
195520,Existing,Dept-4,Area-20,30.65165,104.0759,Entity-3,Product-20,Grade-7,F,Marr.,1.49,1,28.7118412,2.522222222,Existing,Dept-4,Area-20,30.65165,104.0759,Entity-3,Product-20,Grade-7,F,Marr.,1.49,1,28.96372348,3.544444444
195521,Terminated,Dept-4,Area-19,30.65165,104.0759,Entity-3,Product-20,Grade-4,F,Single,1.44,1,23.23887748,0.911111111,,,,,,,,,,,,,,
195524,Existing,Dept-4,Area-20,30.65165,104.0759,Entity-3,Product-20,Grade-7,,Marr.,1.59,,42.71594798,2.533333333,Existing,Dept-4,Area-20,30.65165,104.0759,Entity-3,Product-20,Grade-7,0,Marr.,1.59,0,42.96783025,3.555555556
195526,Terminated,Dept-3,Other,45.74237,126.6617,Entity-4,Product-21,Grade-7,M,Single,1.52,0,29.94661191,2.344444444,,,,,,,,,,,,,,
195527,Existing,Dept-4,Area-20,30.65165,104.0759,Entity-3,Product-20,Grade-7,F,Single,0.12,0,30.2477755,2.522222222,Existing,Dept-4,Area-20,30.65165,104.0759,Entity-3,Product-20,Grade-7,F,Single,0.12,0,30.49965777,3.544444444
195564,Terminated,Dept-2,Area-12,39.90421,116.4074,Entity-1,Product-15,Grade-7,M,Single,0.11,1,23.02258727,2.666666667,,,,,,,,,,,,,,
196222,Terminated,Dept-4,Area-16,30.5465,114.3419,Entity-3,Product-20,Grade-7,F,Single,0.62,0,22.28336756,2.011111111,,,,,,,,,,,,,,
196239,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-7,Grade-7,F,Single,0.59,,22.0862423,2.344444444,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-7,Grade-7,F,Single,0.59,0,22.33812457,3.366666667
196299,Existing,Dept-4,Area-20,37.87353,112.5624,Entity-3,Product-20,Grade-7,F,Single,1.09,1,24.40793977,2.344444444,Existing,Dept-4,Area-20,37.87353,112.5624,Entity-3,Product-20,Grade-7,F,Single,1.09,1,24.65982204,3.366666667
196309,Existing,Dept-4,Area-15,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,2.22,1,25.00752909,2.477777778,Existing,Dept-4,Area-15,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,2.22,1,25.25941136,3.5
196310,Existing,Dept-4,Area-18,38.03706,114.4687,Entity-3,Product-20,Grade-7,M,Marr.,0.73,1,27.78918549,2.344444444,Existing,Dept-4,Area-18,38.03706,114.4687,Entity-3,Product-20,Grade-7,M,Marr.,0.73,1,28.04106776,3.366666667
196319,Existing,Dept-1,Area-6,34.76552,113.7536,Entity-4,Product-7,Grade-7,F,Marr.,0.28,,28.55852156,2.3,Existing,Dept-1,Area-6,34.76552,113.7536,Entity-4,Product-7,Grade-7,F,Marr.,0.28,0,28.81040383,3.322222222
196407,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-1,Product-4,Grade-7,M,Single,1.25,1,25.19370294,2.344444444,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-1,Product-4,Grade-7,M,Single,1.25,1,25.44558522,3.366666667
196409,Existing,Dept-4,Area-20,30.65165,104.0759,Entity-3,Product-20,Grade-7,M,Single,1.45,1,26.67214237,2.533333333,Existing,Dept-4,Area-20,30.65165,104.0759,Entity-3,Product-20,Grade-7,M,Single,1.45,1,26.92402464,3.555555556
196437,Existing,Dept-4,Area-20,29.56301,106.5516,Entity-3,Product-20,Grade-7,M,Single,0,0,23.77002053,2.533333333,Existing,Dept-4,Area-20,29.56301,106.5516,Entity-3,Product-20,Grade-7,M,Single,0,0,24.02190281,3.555555556
196438,Existing,Dept-4,Area-20,29.56301,106.5516,Entity-3,Product-20,Grade-7,M,Single,2.31,,25.39356605,2.533333333,Existing,Dept-4,Area-20,29.56301,106.5516,Entity-3,Product-20,Grade-7,M,Single,2.31,0,25.64544832,3.555555556
196516,Terminated,Dept-4,Area-19,23.13219,113.2665,Entity-3,Product-20,Grade-7,F,Single,0,1,22.6036961,2.311111111,,,,,,,,,,,,,,
196553,Existing,Dept-4,Area-18,43.83788,126.5496,Entity-3,Product-20,Grade-7,M,Single,1.25,,27.8329911,2.322222222,Existing,Dept-4,Area-18,43.83788,126.5496,Entity-3,Product-20,Grade-7,M,Single,1.25,0,28.08487337,3.344444444
196564,Existing,Dept-2,Area-12,39.90421,116.4074,Entity-1,Product-15,Grade-7,F,Single,1.96,,25.14989733,2.677777778,Terminated,Dept-2,Area-12,39.90421,116.4074,Entity-1,Product-15,Grade-7,F,Single,1.96,0,25.29226557,3.255555556
196572,Terminated,Dept-2,Area-12,39.90421,116.4074,,Product-2,Grade-4,M,Single,0,0,25.95208761,0.133333333,,,,,,,,,,,,,,
196574,Terminated,Dept-4,Area-19,29.56301,106.5516,Entity-3,Product-20,Grade-7,F,Single,0,0,22.25051335,1.522222222,,,,,,,,,,,,,,
196576,Existing,Dept-4,Area-20,29.56301,106.5516,Entity-3,Product-20,Grade-7,M,Single,0.75,0,24.5119781,2.533333333,Existing,Dept-4,Area-20,29.56301,106.5516,Entity-3,Product-20,Grade-7,M,Single,0.75,0,24.76386037,3.555555556
196587,Existing,Dept-1,Area-8,30.5465,114.3419,Entity-4,Product-7,Grade-7,M,Single,0.19,0,27.71526352,2.288888889,Existing,Dept-1,Area-8,30.5465,114.3419,Entity-4,Product-7,Grade-7,M,Single,0.19,0,27.96714579,3.311111111
196599,Existing,Dept-4,Area-19,23.13219,113.2665,Entity-3,Product-14,Grade-7,M,Single,1.62,1,25.84531143,2.244444444,Existing,Dept-4,Area-19,23.13219,113.2665,Entity-3,Product-14,Grade-7,M,Single,1.62,1,26.0971937,3.266666667
196662,Existing,Dept-4,Area-20,30.65165,104.0759,Entity-3,Product-20,Grade-7,M,Single,0.9,1,25.76317591,2.533333333,Existing,Dept-4,Area-20,30.65165,104.0759,Entity-3,Product-20,Grade-7,M,Single,0.9,1,26.01505818,3.555555556
196665,Terminated,Dept-4,Area-19,30.65165,104.0759,Entity-3,Product-20,Grade-7,M,Marr.,1.98,1,35.27446954,1.344444444,,,,,,,,,,,,,,
196666,Terminated,Dept-4,Area-19,25.04581,102.71,Entity-3,Product-20,Grade-7,M,Single,1.51,,26.77344285,2.233333333,,,,,,,,,,,,,,
196667,Existing,Dept-4,Area-19,25.04581,102.71,Entity-3,Product-20,Grade-7,F,Marr.,2.28,1,28.3449692,2.522222222,Existing,Dept-4,Area-19,25.04581,102.71,Entity-3,Product-20,Grade-7,F,Marr.,2.28,1,28.59685147,3.544444444
196669,Existing,Dept-1,Area-9,29.56301,106.5516,Entity-3,Product-3,Grade-7,M,Single,0.42,,22.83915127,2.233333333,Terminated,Dept-1,Area-9,29.56301,106.5516,Entity-3,Product-3,Grade-7,M,Single,0.42,0,23.06365503,3.144444444
196675,Terminated,Dept-2,Area-14,26.59819,106.7074,Entity-1,Product-2,Grade-4,F,Single,0.76,1,26.6201232,0.822222222,,,,,,,,,,,,,,
196712,Existing,Dept-1,Area-2,32.06171,118.7632,Entity-1,Other,Grade-7,M,Marr.,0.78,,26.86105407,2.2,Existing,Dept-1,Area-2,32.06171,118.7632,Entity-1,Other,Grade-7,M,Marr.,0.78,0,27.11293634,3.222222222
196844,Existing,Dept-1,Area-8,30.5465,114.3419,Entity-3,Product-4,Grade-7,F,Single,0,1,21.64271047,2.222222222,Terminated,Dept-1,Area-8,30.5465,114.3419,Entity-3,Product-4,Grade-7,F,Single,0,1,21.88637919,3.211111111
196991,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-7,Grade-7,M,Single,2.56,1,26.78986995,2.166666667,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-7,Grade-7,M,Single,2.56,1,27.04175222,3.188888889
196999,Existing,Dept-4,Area-17,36.66853,117.0204,Entity-3,Product-20,Grade-7,M,Single,1.58,,23.88774812,2.122222222,Terminated,Dept-4,Area-17,36.66853,117.0204,Entity-3,Product-20,Grade-7,M,Single,1.58,0,24.09856263,2.977777778
197065,Existing,Dept-3,Other,23.13219,113.2665,Entity-4,Product-21,Grade-7,F,Single,0.31,1,26.40109514,2.088888889,Existing,Dept-3,Other,23.13219,113.2665,Entity-4,Product-21,Grade-7,F,Single,0.31,1,26.65297741,3.111111111
197068,Existing,Dept-1,Area-4,32.06171,118.7632,Entity-3,Product-6,Grade-7,F,Single,0,,25.51403149,2,Terminated,Dept-1,Area-4,32.06171,118.7632,Entity-3,Product-6,Grade-7,F,Single,0,0,25.76591376,3.022222222
197147,Existing,Dept-2,Area-11,32.06171,118.7632,Entity-2,Product-12,Grade-7,F,Single,0,,20.49281314,2,Existing,Dept-2,Area-11,32.06171,118.7632,Entity-2,Product-12,Grade-7,F,Single,0,0,20.74469541,3.022222222
197149,Terminated,Dept-1,Other,36.66853,117.0204,Entity-3,Product-6,Grade-7,F,Single,0,1,22.69678303,1.188888889,,,,,,,,,,,,,,
197278,Terminated,Dept-3,Other,30.26744,120.1528,Entity-3,Other,Grade-6,M,Single,4.02,1,28.26557153,1.466666667,,,,,,,,,,,,,,
197279,Terminated,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-8,Grade-8,M,Single,3.29,,27.64681725,0.955555556,,,,,,,,,,,,,,
197599,Terminated,Dept-1,Area-9,26.59819,106.7074,Entity-1,Product-11,Grade-7,F,Single,0.99,1,24.25735797,1.833333333,,,,,,,,,,,,,,
197663,Terminated,Dept-3,Other,23.13219,113.2665,,Product-21,Grade-4,F,Marr.,5.45,,27.05544148,0.577777778,,,,,,,,,,,,,,
197667,Existing,Dept-2,Area-13,23.13219,113.2665,Entity-2,Product-12,Grade-7,M,Single,1.55,0,24.54483231,1.922222222,Existing,Dept-2,Area-13,23.13219,113.2665,Entity-2,Product-12,Grade-7,M,Single,1.55,0,24.79671458,2.944444444
197778,Terminated,Dept-1,Other,39.90421,116.4074,Entity-3,Product-6,Grade-7,F,Single,0,,26.14373717,1.6,,,,,,,,,,,,,,
197843,Terminated,Dept-3,Other,45.74237,126.6617,Entity-4,Product-21,Grade-7,M,Single,1.91,,24.3613963,1.777777778,,,,,,,,,,,,,,
197855,Terminated,Dept-3,Other,25.04581,102.71,Entity-4,Product-21,Grade-8,F,Single,6.69,1,35.03080082,0.877777778,,,,,,,,,,,,,,
197951,Existing,Dept-2,Area-10,34.76552,113.7536,Entity-1,Product-16,Grade-7,M,Marr.,0.77,1,26.7761807,1.911111111,Existing,Dept-2,Area-10,34.76552,113.7536,Entity-1,Product-16,Grade-7,M,Marr.,0.77,1,27.02806297,2.933333333
197953,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,F,Single,0.2,,26.64202601,2,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,F,Single,0.2,0,26.89390828,3.022222222
198028,Terminated,Dept-1,Area-6,36.66853,117.0204,Entity-4,Other,Grade-7,F,Marr.,4.09,,32.68720055,1,,,,,,,,,,,,,,
198038,Terminated,Dept-1,Area-9,25.04581,102.71,Entity-1,Product-4,Grade-4,F,Single,1.42,1,25.92197125,0.777777778,,,,,,,,,,,,,,
198045,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-6,Grade-7,M,Single,0.53,1,23.65229295,1.855555556,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-6,Grade-7,M,Single,0.53,1,23.90417522,2.877777778
198941,Existing,Dept-4,Area-19,25.04581,102.71,Entity-3,Product-14,Grade-7,M,Single,0.69,1,24.46269678,1.855555556,Existing,Dept-4,Area-19,25.04581,102.71,Entity-3,Product-14,Grade-7,M,Single,0.69,1,24.71457906,2.877777778
199015,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-6,Grade-7,F,Single,0,1,22.86105407,2,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-6,Grade-7,F,Single,0,1,23.11293634,3.022222222
199108,Existing,Dept-2,Area-12,39.90421,116.4074,Entity-1,Product-15,Grade-7,F,Single,2,,28.18069815,1.766666667,Existing,Dept-2,Area-12,39.90421,116.4074,Entity-1,Product-15,Grade-7,F,Single,2,0,28.43258042,2.788888889
199126,Terminated,Dept-2,Area-11,31.23042,121.4737,Entity-3,Product-15,Grade-7,F,Single,0.46,0,22.37097878,1.966666667,,,,,,,,,,,,,,
