Employee_ID,Mgr_Geo_Match,Mgr_Avg_SY,Mgr_Avg_SY_T,Mgr_Avg_SY_E,Mgr_Termination_Rate,Mgr_Title,Mgr_Geo_Match,Mgr_Avg_SY,Mgr_Avg_SY_T,Mgr_Avg_SY_E,Mgr_Termination_Rate,Mgr_Title
194697,1,0.736438356,0,0.736438356,0,Grade-M5,1,0.985753425,0,0.985753425,0,Grade-M5
194710,,0,0,0,0,,0,0,0,0,0,0
194712,1,0.339726027,0,0.339726027,0,Grade-M5,1,0.589041096,0,0.589041096,0,Grade-M5
194713,1,0.41826484,0,0.41826484,0,Grade-M5,1,0.509589041,0.610958904,0.475799087,0.25,Grade-M5
194740,1,0.41826484,0,0.41826484,0,Grade-M5,1,0.509589041,0.610958904,0.475799087,0.25,Grade-M5
194745,1,1.689863014,0,1.689863014,0,Grade-M5,1,1.939178082,0,1.939178082,0,Grade-M5
195378,0,0.357990868,0,0.357990868,0,Grade-M5,0,0.61369863,0,0.61369863,0,Grade-M5
195380,0,0.357990868,0,0.357990868,0,Grade-M5,0,0.61369863,0,0.61369863,0,Grade-M5
195388,1,0.662100457,0,0.662100457,0,Grade-M5,1,0.707534247,0,0.707534247,0,Grade-M5
195389,1,0.662100457,0,0.662100457,0,Grade-M5,1,0.707534247,0,0.707534247,0,Grade-M5
195410,0,2.298238748,0,2.298238748,0,Grade-M8,0,2.384735812,0,2.384735812,0,Grade-M8
195460,1,0.428082192,0,0.428082192,0,Grade-M8,1,0.492694064,0.589041096,0.473424658,0.166666667,Grade-M8
195463,0,0.656751468,0,0.656751468,0,Grade-M5,0,0.948858447,0,0.948858447,0,Grade-M5
195486,1,0.588127854,0.64109589,0.577534247,0.166666667,Grade-M11,1,0.719634703,0.754520548,0.545205479,0.833333333,Grade-M11
195520,1,0.360547945,0,0.360547945,0,Grade-M5,1,0.598356164,0.605479452,0.596575342,0.2,Grade-M5
195521,0,0.48630137,0.642922374,0.329680365,0.5,Grade-M6,0,0.596803653,0.626712329,0.536986301,0.666666667,Grade-M6
195524,1,0.360547945,0,0.360547945,0,Grade-M5,1,0.598356164,0.605479452,0.596575342,0.2,Grade-M5
195526,1,1.608828006,2.089041096,1.471624266,0.222222222,Grade-M8,1,1.640273973,1.298630137,1.86803653,0.4,Grade-M8
195527,1,0.375342466,0,0.375342466,0,Grade-M5,1,0.624657534,0,0.624657534,0,Grade-M5
195564,1,1.464041096,2.915068493,1.256751468,0.125,Grade-M8,1,1.364657534,1.78630137,1.259246575,0.2,Grade-M8
196222,0,0.342922374,0,0.342922374,0,Grade-M8,0,0.465753425,0.495890411,0.461448141,0.125,Grade-M8
196239,1,1.81803653,1.705479452,1.840547945,0.166666667,Grade-M5,1,2.054794521,1.705479452,2.132420091,0.181818182,Grade-M5
196299,1,0.693150685,0,0.693150685,0,Grade-M5,1,0.942465753,0,0.942465753,0,Grade-M5
196309,,0,0,0,0,,0,0,0,0,0,0
196310,1,0.793150685,0,0.793150685,0,Grade-M8,1,1.042465753,0,1.042465753,0,Grade-M8
196319,1,0.488356164,0,0.488356164,0,Grade-M5,1,0.459882583,0,0.459882583,0,Grade-M5
196407,1,1.546771037,0,1.546771037,0,Grade-M8,1,1.534246575,0,1.534246575,0,Grade-M8
196409,1,0.623287671,0,0.623287671,0,Grade-M5,1,0.604109589,0,0.604109589,0,Grade-M5
196437,1,0.378082192,0,0.378082192,0,Grade-M5,1,0.518493151,0,0.518493151,0,Grade-M5
196438,,0,0,0,0,,0,0,0,0,0,0
196516,1,0.615753425,0,0.615753425,0,Grade-M8,1,0.864383562,0.569863014,0.962557078,0.25,Grade-M8
196553,1,0.335616438,0,0.335616438,0,Grade-M5,1,0.584931507,0,0.584931507,0,Grade-M5
196564,1,0.822700587,0,0.822700587,0,Grade-M11,1,0.8304414,0.832876712,0.830136986,0.111111111,Grade-M11
196572,1,2.549467275,1.393150685,2.879843444,0.222222222,Grade-M11,1,2.472876712,1.393150685,2.742808219,0.2,Grade-M11
196574,0,0.375342466,0.375342466,0,1,Grade-M5,0,0.375342466,0.375342466,0,1,Grade-M5
196576,1,0.378082192,0,0.378082192,0,Grade-M5,1,0.518493151,0,0.518493151,0,Grade-M5
196587,1,1.160273973,0,1.160273973,0,Grade-M11,1,1.409589041,0,1.409589041,0,Grade-M11
196599,1,0.306849315,0,0.306849315,0,Grade-M5,1,0.297260274,0,0.297260274,0,Grade-M5
196662,1,0.208219178,0,0.208219178,0,Grade-M5,1,0.457534247,0,0.457534247,0,Grade-M5
196665,1,0.42283105,0.42283105,0,1,Grade-M5,1,0.42283105,0.42283105,0,1,Grade-M5
196666,1,0.465753425,0.724657534,0.33630137,0.333333333,Grade-M5,1,0.479843444,0.537442922,0.134246575,0.857142857,Grade-M5
196667,1,0.375342466,0,0.375342466,0,Grade-M5,1,0.291324201,0,0.291324201,0,Grade-M5
196669,,0,0,0,0,,0,0,0,0,0,0
196675,1,1.8,1.869863014,1.782534247,0.2,Grade-M11,1,1.680593607,1.869863014,1.642739726,0.166666667,Grade-M11
196712,1,1.540030441,0,1.540030441,0,Grade-M5,1,1.790753425,0,1.790753425,0,Grade-M5
196844,1,1.053424658,0,1.053424658,0,Grade-M11,1,1.116242661,1.780821918,1.005479452,0.142857143,Grade-M11
196991,1,1.81803653,1.705479452,1.840547945,0.166666667,Grade-M5,1,2.054794521,1.705479452,2.132420091,0.181818182,Grade-M5
196999,1,0.323287671,0,0.323287671,0,Grade-M8,1,0.550684932,0,0.550684932,0,Grade-M8
197065,1,1.086027397,0,1.086027397,0,Grade-M5,1,1.335342466,0,1.335342466,0,Grade-M5
197068,1,2.228310502,4.55890411,1.936986301,0.111111111,Grade-M8,1,2.166849315,3.97260274,1.39295499,0.3,Grade-M8
197147,1,1.714726027,1.280821918,1.859360731,0.25,Grade-M8,1,1.713850837,1.280821918,1.837573386,0.222222222,Grade-M8
197149,1,1.443835616,2.934246575,1.018003914,0.222222222,Grade-M8,1,1.461643836,2.053881279,1.207827789,0.3,Grade-M8
197278,1,0.588127854,0.64109589,0.577534247,0.166666667,Grade-M11,1,0.719634703,0.754520548,0.545205479,0.833333333,Grade-M11
197279,1,2.430479452,1.383561644,2.779452055,0.25,Grade-M11,1,2.326636225,1.383561644,2.596086106,0.222222222,Grade-M11
197599,0,1.504109589,3.493150685,0.509589041,0.333333333,Grade-M8,0,1.535159817,2.732876712,0.576986301,0.444444444,Grade-M8
197663,0,1.917351598,2.008219178,1.826484018,0.5,Grade-M8,0,1.766731898,2.008219178,1.585616438,0.428571429,Grade-M8
197667,1,2.620091324,0,2.620091324,0,Grade-M8,1,2.869406393,0,2.869406393,0,Grade-M8
197778,1,1.446575342,0,1.446575342,0,Grade-M8,1,0.957338552,0.394520548,1.051141553,0.142857143,Grade-M8
197843,1,1.608828006,2.089041096,1.471624266,0.222222222,Grade-M8,1,1.640273973,1.298630137,1.86803653,0.4,Grade-M8
197855,1,1.128375734,1.384931507,1.025753425,0.285714286,Grade-M11,1,1.147945205,1.384931507,1.068949772,0.25,Grade-M11
197951,1,0.784474886,0,0.784474886,0,Grade-M5,1,0.828082192,0,0.828082192,0,Grade-M5
197953,1,1.668150685,0.915068493,1.775733855,0.125,Grade-M11,1,1.885958904,1.961643836,1.860730594,0.25,Grade-M11
198028,1,1.665504359,1.675342466,1.663318113,0.181818182,Grade-M8,1,1.580189673,1.199086758,1.694520548,0.230769231,Grade-M8
198038,1,1.901369863,1.62739726,1.969863014,0.2,Grade-M11,1,1.767351598,1.965068493,1.668493151,0.333333333,Grade-M11
198045,1,3.579452055,0,3.579452055,0,Grade-M5,1,2.256506849,1.879452055,2.31037182,0.125,Grade-M5
198941,1,0.210958904,0,0.210958904,0,Grade-M5,1,0.297260274,0,0.297260274,0,Grade-M5
199015,1,1.724315068,1.224657534,1.795694716,0.125,Grade-M11,1,1.739421613,1.224657534,1.803767123,0.111111111,Grade-M11
199108,1,2.129941292,0.747945205,2.360273973,0.142857143,Grade-M8,1,2.077054795,0.747945205,2.266927593,0.125,Grade-M8
199126,,0,0,0,0,,0,0,0,0,0,0
199250,1,1.953881279,4.416438356,1.461369863,0.166666667,Grade-M5,1,2.161643836,4.416438356,1.710684932,0.166666667,Grade-M5
199251,1,1.978082192,0,1.978082192,0,Grade-M5,1,1.356712329,0,1.356712329,0,Grade-M5
199354,1,0.342922374,0,0.342922374,0,Grade-M8,1,0.465753425,0.495890411,0.461448141,0.125,Grade-M8
199356,1,1.73072407,0,1.73072407,0,Grade-M5,1,1.566818874,0,1.566818874,0,Grade-M5
199361,1,1.218395303,0,1.218395303,0,Grade-M5,1,1.467710372,0,1.467710372,0,Grade-M5
199362,1,0.161643836,0,0.161643836,0,Grade-M9,1,0.410958904,0,0.410958904,0,Grade-M9
199428,,0,0,0,0,,0,0,0,0,0,0
199430,1,0.85369863,1.084931507,0.795890411,0.2,Grade-M5,1,1.138356164,1.308219178,0.968493151,0.5,Grade-M5
199434,0,0.48630137,0.642922374,0.329680365,0.5,Grade-M6,0,0.596803653,0.626712329,0.536986301,0.666666667,Grade-M6
199436,1,0.360547945,0,0.360547945,0,Grade-M5,1,0.598356164,0.605479452,0.596575342,0.2,Grade-M5
199523,1,1.728767123,0,1.728767123,0,Grade-M8,1,1.978082192,0,1.978082192,0,Grade-M8
199527,1,0.865753425,0,0.865753425,0,Grade-M8,1,1.068493151,0,1.068493151,0,Grade-M8
199982,1,1.392123288,1.615068493,1.317808219,0.25,Grade-M6,1,1.560273973,1.149771689,1.806575342,0.375,Grade-M6
200113,1,1.061369863,0,1.061369863,0,Grade-M5,1,0.907534247,1.506849315,0.707762557,0.25,Grade-M5
200316,1,0.465753425,0.724657534,0.33630137,0.333333333,Grade-M5,1,0.479843444,0.537442922,0.134246575,0.857142857,Grade-M5
200339,1,1.905479452,0,1.905479452,0,Grade-M11,1,0.260273973,0.260273973,0,1,Grade-M11
200438,1,0.308219178,0.068493151,0.356164384,0.166666667,Grade-M5,1,0.439530333,0.356164384,0.472876712,0.285714286,Grade-M5
200460,1,1.528767123,2.646575342,1.369080235,0.125,Grade-M5,1,1.746917808,2.646575342,1.618395303,0.125,Grade-M5
200678,1,1.885479452,1.651141553,2.236986301,0.6,Grade-M8,1,1.985205479,1.651141553,2.48630137,0.6,Grade-M8
200776,1,1.088845401,1.463013699,0.939178082,0.285714286,Grade-M8,1,1.007001522,1.824657534,0.598173516,0.333333333,Grade-M8
200779,0,1.279109589,0.649315068,1.369080235,0.125,Grade-M5,0,1.496917808,1.509589041,1.492694064,0.25,Grade-M5
200822,1,1.321917808,0,1.321917808,0,Grade-M8,1,1.45890411,2.610958904,0.306849315,0.5,Grade-M8
200963,1,0.557077626,0,0.557077626,0,Grade-M5,1,0.495342466,0,0.495342466,0,Grade-M5
200965,,0,0,0,0,,0,0,0,0,0,0
200972,1,1.592465753,2.7,0.484931507,0.5,Grade-M5,1,1.715753425,1.715753425,0,1,Grade-M5
201270,1,0.466666667,0,0.466666667,0,Grade-M8,1,0.393150685,0,0.393150685,0,Grade-M8
201359,,0,0,0,0,,0,0,0,0,0,0
201516,1,0.465753425,0.724657534,0.33630137,0.333333333,Grade-M5,1,0.479843444,0.537442922,0.134246575,0.857142857,Grade-M5
201553,1,2.134246575,5.21369863,0.594520548,0.333333333,Grade-M5,1,2.300456621,5.21369863,0.843835616,0.333333333,Grade-M5
201628,1,1.451445967,1.063013699,1.562426614,0.222222222,Grade-M8,1,1.645357686,1.063013699,1.811741683,0.222222222,Grade-M8
201629,1,1.983170254,0,1.983170254,0,Grade-M8,1,1.982191781,0,1.982191781,0,Grade-M8
201632,1,1.267579909,0,1.267579909,0,Grade-M5,1,1.516894977,0,1.516894977,0,Grade-M5
201724,1,2.303196347,0,2.303196347,0,Grade-M13,1,1.939041096,0.098630137,2.552511416,0.25,Grade-M13
201758,0,2.57925636,3.454794521,2.433333333,0.142857143,Grade-M8,0,2.19391172,5.406849315,1.27592955,0.222222222,Grade-M8
201818,1,1.124657534,0,1.124657534,0,Grade-M5,1,0.992694064,0,0.992694064,0,Grade-M5
201834,1,0.917465753,0,0.917465753,0,Grade-M11,1,0.971993912,0.916438356,0.987866928,0.222222222,Grade-M11
201901,1,1.525342466,0,1.525342466,0,Grade-M5,1,1.768835616,1.865753425,1.754990215,0.125,Grade-M5
201903,1,0.488356164,0,0.488356164,0,Grade-M5,1,0.459882583,0,0.459882583,0,Grade-M5
201916,1,0,0,0,0,Grade-M9,1,0.230136986,0,0.230136986,0,Grade-M9
202348,1,1.610958904,0,1.610958904,0,Grade-M5,1,0.982876712,0,0.982876712,0,Grade-M5
202364,1,1.273581213,1.821917808,1.182191781,0.142857143,Grade-M5,1,1.327739726,1.821917808,1.257142857,0.125,Grade-M5
202380,1,3.554109589,0,3.554109589,0,Grade-M5,1,2.211741683,0,2.211741683,0,Grade-M5
202395,1,1.614383562,0,1.614383562,0,Grade-M8,1,1.510684932,1.824657534,1.475799087,0.1,Grade-M8
202471,1,2.509980431,0,2.509980431,0,Grade-M5,1,1.642922374,0.189041096,1.7750934,0.083333333,Grade-M5
202905,1,1.06347032,0,1.06347032,0,Grade-M5,1,1.032534247,0,1.032534247,0,Grade-M5
202911,1,2.509980431,0,2.509980431,0,Grade-M5,1,1.642922374,0.189041096,1.7750934,0.083333333,Grade-M5
202913,1,2.82739726,1.08630137,3.988127854,0.4,Grade-M8,1,2.479908676,1.811872146,3.147945205,0.5,Grade-M8
202930,0,1.63196347,0,1.63196347,0,Grade-M5,0,1.45890411,0,1.45890411,0,Grade-M5
203211,1,2.637181996,0,2.637181996,0,Grade-M8,1,2.544863014,0,2.544863014,0,Grade-M8
203237,0,1.142465753,0,1.142465753,0,Grade-M5,0,0.627945205,0,0.627945205,0,Grade-M5
203240,0,1.383561644,0,1.383561644,0,Grade-M9,0,1.202054795,0.645205479,1.75890411,0.5,Grade-M9
203448,1,1.624657534,0,1.624657534,0,Grade-M5,1,1.216780822,0,1.216780822,0,Grade-M5
203452,1,1.547945205,0,1.547945205,0,Grade-M8,1,1.591780822,0,1.591780822,0,Grade-M8
203455,1,1.923287671,0,1.923287671,0,Grade-M8,1,1.950684932,1.805479452,1.966818874,0.1,Grade-M8
203462,0,1.426484018,0,1.426484018,0,Grade-M5,0,0.666780822,0,0.666780822,0,Grade-M5
203465,1,1.24,0.463013699,1.434246575,0.2,Grade-M8,1,1.066536204,0.463013699,1.167123288,0.142857143,Grade-M8
203625,1,1.901369863,1.62739726,1.969863014,0.2,Grade-M11,1,1.767351598,1.965068493,1.668493151,0.333333333,Grade-M11
203626,1,1.8,1.869863014,1.782534247,0.2,Grade-M11,1,1.680593607,1.869863014,1.642739726,0.166666667,Grade-M11
203672,1,2.303196347,0,2.303196347,0,Grade-M13,1,1.939041096,0.098630137,2.552511416,0.25,Grade-M13
203713,0,0.965296804,0,0.965296804,0,Grade-M5,0,0.648858447,0,0.648858447,0,Grade-M5
203716,1,2.075616438,2.430136986,1.986986301,0.2,Grade-M8,1,1.671624266,2.430136986,1.545205479,0.142857143,Grade-M8
203729,0,0.815525114,0,0.815525114,0,Grade-M11,0,0.825,0,0.825,0,Grade-M11
203731,1,1.897534247,0,1.897534247,0,Grade-M8,1,1.811415525,0,1.811415525,0,Grade-M8
203733,1,3.509589041,0,3.509589041,0,Grade-M5,1,1.943378995,0,1.943378995,0,Grade-M5
203777,0,0.639726027,0,0.639726027,0,Grade-M9,0,0.565753425,0.131506849,1,0.5,Grade-M9
203793,1,0.465753425,0.724657534,0.33630137,0.333333333,Grade-M5,1,0.479843444,0.537442922,0.134246575,0.857142857,Grade-M5
203860,1,2.193493151,5,1.792563601,0.125,Grade-M8,1,2.156468798,5,1.801027397,0.111111111,Grade-M8
203960,0,1.142465753,0,1.142465753,0,Grade-M5,0,0.627945205,0,0.627945205,0,Grade-M5
204019,1,0.375342466,0,0.375342466,0,Grade-M5,1,0.291324201,0,0.291324201,0,Grade-M5
204042,1,1.724315068,1.224657534,1.795694716,0.125,Grade-M11,1,1.739421613,1.224657534,1.803767123,0.111111111,Grade-M11
204045,0,2.81217656,3.123287671,2.773287671,0.111111111,Grade-M11,0,2.283333333,3.123287671,2.206973848,0.083333333,Grade-M11
204048,1,2.141780822,1.635616438,2.187795766,0.083333333,Grade-M11,1,2.0481409,1.635616438,2.079873551,0.071428571,Grade-M11
204126,1,0.846575342,0,0.846575342,0,Grade-M5,1,0.382191781,0,0.382191781,0,Grade-M5
204156,1,1.86,0,1.86,0,Grade-M5,1,1.610136986,1.95890411,1.571385084,0.1,Grade-M5
204218,1,6.838356164,0,6.838356164,0,Grade-M11,1,1.856164384,0,1.856164384,0,Grade-M11
204265,0,1.334931507,0,1.334931507,0,Grade-M8,0,1.286575342,0,1.286575342,0,Grade-M8
204316,1,2.86803653,0,2.86803653,0,Grade-M5,1,2.359589041,0,2.359589041,0,Grade-M5
204318,1,2.178356164,2.291780822,2.15,0.2,Grade-M8,1,1.992009132,2.291780822,1.932054795,0.166666667,Grade-M8
204380,1,2.081164384,0,2.081164384,0,Grade-M5,1,2.082191781,0,2.082191781,0,Grade-M5
204555,0,1.142465753,0,1.142465753,0,Grade-M5,0,0.627945205,0,0.627945205,0,Grade-M5
204565,1,0.219178082,0,0.219178082,0,Grade-M5,1,0.212328767,0,0.212328767,0,Grade-M5
204572,1,1.798825832,0,1.798825832,0,Grade-M5,1,1.757876712,0.932420091,2.253150685,0.375,Grade-M5
204621,0,2.85890411,0,2.85890411,0,Grade-M5,0,2.815525114,0,2.815525114,0,Grade-M5
204639,1,1.067123288,0.389041096,1.745205479,0.5,Grade-M8,1,0.820091324,0.389041096,1.035616438,0.333333333,Grade-M8
204682,1,1.73072407,0,1.73072407,0,Grade-M5,1,1.566818874,0,1.566818874,0,Grade-M5
204777,1,0.771575342,0,0.771575342,0,Grade-M8,1,0.893150685,0.753424658,0.910616438,0.111111111,Grade-M8
204966,1,0.840182648,1.41369863,0.553424658,0.333333333,Grade-M9,1,0.764383562,1.41369863,0.547945205,0.25,Grade-M9
205261,1,1.128375734,1.384931507,1.025753425,0.285714286,Grade-M11,1,1.147945205,1.384931507,1.068949772,0.25,Grade-M11
205557,1,0.41826484,0,0.41826484,0,Grade-M5,1,0.509589041,0.610958904,0.475799087,0.25,Grade-M5
205561,1,0.673972603,0,0.673972603,0,Grade-M5,1,0.775799087,0,0.775799087,0,Grade-M5
205566,1,1.665504359,1.675342466,1.663318113,0.181818182,Grade-M8,1,1.580189673,1.199086758,1.694520548,0.230769231,Grade-M8
205648,1,0,0,0,0,Grade-M5,1,0.038356164,0,0.038356164,0,Grade-M5
205649,1,0.623287671,0,0.623287671,0,Grade-M5,1,0.604109589,0,0.604109589,0,Grade-M5
205969,1,2.963926941,2.890410959,2.978630137,0.166666667,Grade-M11,1,2.125114155,2.890410959,2.029452055,0.111111111,Grade-M11
205975,1,1.493835616,0,1.493835616,0,Grade-M11,1,1.454490107,2.849315068,1.055968689,0.222222222,Grade-M11
206004,1,1.57260274,1.309589041,1.638356164,0.2,Grade-M5,1,1.286497065,1.298630137,1.281643836,0.285714286,Grade-M5
206014,1,3.554109589,0,3.554109589,0,Grade-M5,1,2.211741683,0,2.211741683,0,Grade-M5
206252,1,0.41369863,0,0.41369863,0,Grade-M5,1,0.331506849,0,0.331506849,0,Grade-M5
206298,1,0.797808219,0,0.797808219,0,Grade-M8,1,0.87260274,0,0.87260274,0,Grade-M8
206301,1,2.715459883,2.663013699,2.724200913,0.142857143,Grade-M11,1,1.882938979,4.332876712,1.338508371,0.181818182,Grade-M11
206390,1,3.869863014,0,3.869863014,0,Grade-M5,1,2.3518591,1.843835616,2.43652968,0.142857143,Grade-M5
500557,0,2.833789954,0.715068493,3.098630137,0.111111111,Grade-M9,0,2.761369863,0.715068493,2.988736682,0.1,Grade-M9
500706,1,8.838356164,8.838356164,0,1,Grade-M9,1,8.838356164,8.838356164,0,1,Grade-M9
501186,1,4.446575342,0,4.446575342,0,Grade-M6,1,4.695890411,0,4.695890411,0,Grade-M6
501344,1,1.980430528,0,1.980430528,0,Grade-M8,1,2.138551859,7.808219178,1.193607306,0.142857143,Grade-M8
501595,1,3.483561644,4.673972603,2.293150685,0.5,Grade-M8,1,4.428310502,4.428310502,0,1,Grade-M8
501609,0,1.504109589,3.493150685,0.509589041,0.333333333,Grade-M8,0,1.535159817,2.732876712,0.576986301,0.444444444,Grade-M8
501814,0,2.57925636,3.454794521,2.433333333,0.142857143,Grade-M8,0,2.19391172,5.406849315,1.27592955,0.222222222,Grade-M8
502125,1,4.785753425,0,4.785753425,0,Grade-M5,1,3.596477495,0,3.596477495,0,Grade-M5
502357,1,4.785753425,0,4.785753425,0,Grade-M5,1,3.596477495,0,3.596477495,0,Grade-M5
502374,1,2.509980431,0,2.509980431,0,Grade-M5,1,1.642922374,0.189041096,1.7750934,0.083333333,Grade-M5
502386,1,5.550684932,5.550684932,0,1,Grade-M5,1,5.550684932,5.550684932,0,1,Grade-M5
502403,1,2.715459883,2.663013699,2.724200913,0.142857143,Grade-M11,1,1.882938979,4.332876712,1.338508371,0.181818182,Grade-M11
502438,1,2.228310502,4.55890411,1.936986301,0.111111111,Grade-M8,1,2.166849315,3.97260274,1.39295499,0.3,Grade-M8
502448,0,5.067884323,2.975342466,5.665753425,0.222222222,Grade-M11,0,5.261187215,3.98630137,6.28109589,0.444444444,Grade-M11
502452,1,2.134246575,5.21369863,0.594520548,0.333333333,Grade-M5,1,2.300456621,5.21369863,0.843835616,0.333333333,Grade-M5
502545,1,1.912328767,0,1.912328767,0,Grade-M8,1,2.15,3.054794521,1.245205479,0.5,Grade-M8
502553,1,3.904657534,0,3.904657534,0,Grade-M11,1,4.153972603,0,4.153972603,0,Grade-M11
502556,1,1.938013699,4.742465753,1.537377691,0.125,Grade-M8,1,2.156164384,4.742465753,1.786692759,0.125,Grade-M8
502580,0,4.696575342,0,4.696575342,0,Grade-M11,0,4.393302892,5.019178082,4.315068493,0.111111111,Grade-M11
502613,1,4.031506849,4.309589041,3.753424658,0.5,Grade-M8,1,4.052054795,4.052054795,0,1,Grade-M8
